[0.0, 0.0],0.9087565117046577
[1.0, 1.0],0.028982694165244766
[1.0, 0.0],0.04173298464802779
[0.0, 1.0],0.020527809482069632
[0.0, 0.0],0.972376815444186
[1.0, 1.0],0.0019659410540081705
[1.0, 0.0],0.016736653294498395
[0.0, 1.0],0.008920590207307491
[0.0, 0.0],0.9051898159087659
[1.0, 1.0],0.03802531002337701
[1.0, 0.0],0.04202677129515344
[0.0, 1.0],0.014758102772703615
[0.0, 0.0],0.9719494253947496
[1.0, 1.0],0.0032258559620029115
[1.0, 0.0],0.016743998013045484
[0.0, 1.0],0.008080720630202131
