[0.0,0.0]	0.9785649871557226
[1.0,1.0]	0.01668664737305979
[1.0,0.0]	0.0016409894323133904
[0.0,1.0]	0.003107376038904317
[0.0,0.0]	0.9875951602164601
[1.0,1.0]	0.006864234519162705
[1.0,0.0]	0.0040781572510598324
[0.0,1.0]	0.001462448013317358
[0.0,0.0]	0.9776337846265871
[1.0,1.0]	0.021035296739123074
[1.0,0.0]	0.0006778163167865192
[0.0,1.0]	0.0006531023175033776
[0.0,0.0]	0.987256569379549
[1.0,1.0]	0.0076193694028770815
[1.0,0.0]	0.004670751821554054
[0.0,1.0]	0.0004533093960198661
[0.0,0.0]	0.9755750657103125
[1.0,1.0]	0.016111363266155476
[1.0,0.0]	0.005863790136559663
[0.0,1.0]	0.0024497808869724334
[0.0,0.0]	0.9894760043333815
[1.0,1.0]	0.007315950320128053
[1.0,0.0]	0.0024932553067352143
[0.0,1.0]	0.0007147900397553273
